,pos,nega,neu
14092,11,10,8
14093,17,10,5
14094,32,17,10
14095,17,6,3
14096,18,16,6
14097,8,4,5
14098,21,16,13
14099,13,13,9
14100,27,14,10
14101,28,24,21
14102,9,5,4
14103,3,0,0
14104,7,3,1
14105,13,7,6
14106,38,22,13
14107,7,3,3
14108,28,22,19
14109,31,21,18
14110,15,9,4
14111,20,11,7
14112,18,13,9
14113,20,15,14
14114,7,3,2
14115,12,6,4
14116,17,13,10
14117,6,5,4
14118,14,13,11
14119,20,9,7
14120,15,10,6
14121,7,4,5
14122,11,7,9
14123,14,10,3
14124,39,27,24
14125,18,10,5
14126,14,7,5
14127,8,5,4
14128,11,7,6
14129,15,13,9
14130,28,19,15
14131,8,5,3
14132,27,15,10
14133,5,2,3
14134,8,4,2
14135,34,20,18
14136,33,15,10
14137,15,13,8
14138,16,8,4
14139,8,5,2
14140,12,9,7
14141,25,17,9
14142,11,7,7
14143,4,2,2
14144,14,12,8
14145,35,27,20
14146,15,10,11
14147,10,7,6
14148,23,24,10
14149,8,6,3
14150,54,30,24
14151,19,12,11
14152,29,20,14
14153,26,11,7
14154,17,8,4
14155,16,13,10
14156,11,9,5
14157,33,22,19
14158,25,14,7
14159,19,12,11
14160,21,14,10
14161,39,24,20
14162,12,10,9
14163,23,15,8
14164,19,10,6
14165,23,16,10
14166,23,17,7
14167,12,16,3
14168,12,8,6
14169,19,13,10
14170,4,3,1
14171,10,6,3
14172,23,18,11
14173,8,6,4
14174,3,3,1
14175,16,11,7
14176,18,13,9
14177,21,11,8
14178,6,3,2
14179,27,16,14
14180,15,9,6
14181,8,5,4
14182,12,8,6
14183,14,11,5
14184,9,5,6
14185,21,14,10
14186,29,14,13
14187,5,3,2
14188,10,5,3
14189,13,5,3
14190,16,12,10
14191,18,13,9
14192,15,7,6
14193,21,13,10
14194,20,13,7
14195,20,13,10
14196,13,9,9
14197,21,22,10
14198,17,9,8
14199,25,17,10
14200,10,9,8
14201,13,5,5
14202,26,21,13
14203,23,15,12
14204,8,1,1
14205,19,9,9
14206,12,4,3
14207,14,9,6
14208,16,12,5
14209,8,6,6
14210,12,5,5
14211,30,20,19
14212,15,7,6
14213,18,12,10
14214,8,4,2
14215,22,16,7
14216,23,27,5
14217,22,13,6
14218,5,6,1
14219,14,8,5
14220,4,4,1
14221,22,10,6
14222,16,12,11
14223,6,6,3
14224,16,9,4
14225,14,7,4
14226,10,6,4
14227,20,17,13
14228,11,4,1
14229,8,2,3
14230,27,13,7
14231,34,22,21
14232,8,2,3
14233,34,17,21
14234,10,6,4
14235,20,19,7
14236,12,4,3
14237,21,13,11
14238,15,10,6
14239,12,7,7
14240,22,18,8
14241,11,8,3
14242,17,13,10
14243,18,12,6
14244,34,23,14
14245,8,4,2
14246,11,5,2
14247,12,11,7
14248,22,9,5
14249,44,23,18
14250,15,10,9
14251,14,4,4
14252,22,12,10
14253,14,10,8
14254,13,7,6
14255,17,12,13
14256,2,2,0
14257,27,19,19
14258,25,16,10
14259,21,15,9
14260,72,38,25
14261,25,30,10
14262,19,12,8
14263,9,6,2
14264,26,15,8
14265,23,13,12
14266,15,15,6
14267,29,14,9
14268,25,25,11
14269,21,12,6
14270,28,18,12
14271,6,3,1
14272,10,6,5
14273,15,12,5
14274,25,11,11
14275,10,5,4
14276,9,8,5
14277,20,17,10
14278,8,6,4
14279,18,11,9
14280,18,8,5
14281,23,7,5
14282,14,9,4
14283,27,18,16
14284,7,5,2
14285,23,14,7
14286,21,10,10
14287,23,9,8
14288,12,16,3
14289,10,10,4
14290,7,4,5
14291,15,11,10
14292,5,5,1
14293,27,12,12
14294,35,14,10
14295,19,8,9
14296,20,8,4
14297,2,1,0
14298,17,6,5
14299,5,3,3
14300,32,17,13
14301,27,14,9
14302,17,8,4
14303,13,6,6
14304,5,3,3
14305,14,9,4
14306,15,9,6
14307,37,22,15
14308,14,8,8
14309,25,13,7
14310,22,16,17
14311,50,34,28
14312,14,9,7
14313,30,19,10
14314,6,5,4
14315,19,12,10
14316,14,9,4
14317,10,7,7
14318,28,18,19
14319,20,14,15
14320,9,5,3
14321,30,18,10
14322,29,14,9
14323,7,3,3
14324,38,20,19
14325,16,11,5
14326,7,6,4
14327,17,9,8
14328,9,11,6
14329,10,6,4
14330,16,7,6
14331,11,11,6
14332,64,50,35
14333,14,8,4
14334,23,17,11
14335,13,7,2
14336,11,4,13
14337,23,17,12
14338,18,10,11
14339,17,10,8
14340,37,19,18
14341,21,17,9
14342,21,13,10
14343,11,6,6
14344,10,6,2
14345,32,16,19
14346,14,5,8
14347,18,15,7
14348,26,20,23
14349,7,6,6
14350,23,17,9
14351,15,8,10
14352,9,5,4
14353,22,11,9
14354,8,1,2
14355,7,4,4
14356,25,16,8
14357,19,9,10
14358,18,10,8
14359,23,9,6
14360,19,10,10
14361,12,8,3
14362,12,4,4
14363,11,7,2
14364,4,1,0
14365,38,23,25
14366,14,7,8
14367,3,3,3
14368,22,18,12
14369,10,10,5
14370,11,9,7
14371,14,14,12
14372,14,7,5
14373,15,11,4
14374,19,10,6
14375,23,14,16
14376,12,8,6
14377,16,10,8
14378,23,19,13
14379,40,18,17
14380,7,4,2
14381,10,2,2
14382,30,22,19
14383,12,11,6
14384,31,31,19
14385,6,4,4
14386,28,21,14
14387,12,8,9
14388,9,6,4
14389,9,5,0
14390,22,15,11
14391,29,15,9
14392,10,9,9
14393,16,14,9
14394,19,8,11
14395,33,18,12
14396,35,20,16
14397,9,4,3
14398,5,1,0
14399,11,4,1
14400,27,21,18
14401,10,6,5
14402,16,13,11
14403,28,17,7
14404,7,4,4
14405,19,10,9
14406,21,12,9
14407,20,13,10
14408,9,6,5
14409,7,1,0
14410,29,20,16
14411,15,12,11
14412,28,12,12
14413,23,8,9
14414,23,13,7
14415,19,13,7
14416,13,8,5
14417,47,24,24
14418,21,13,9
14419,27,8,5
14420,23,14,6
14421,7,4,1
14422,13,8,3
14423,12,11,8
14424,16,9,4
14425,5,3,5
14426,18,7,11
14427,6,2,0
14428,9,7,4
14429,6,5,3
14430,18,10,8
14431,30,18,12
14432,14,8,4
14433,14,13,9
14434,24,10,8
14435,23,14,9
14436,12,9,5
14437,13,7,5
14438,23,9,4
14439,22,18,15
14440,17,18,6
14441,24,19,11
14442,18,14,12
14443,14,9,7
14444,9,8,8
14445,17,12,10
14446,22,17,13
14447,12,3,1
14448,32,16,15
14449,31,16,11
14450,18,11,9
14451,14,11,7
14452,36,19,10
14453,4,0,1
14454,14,11,8
14455,29,19,22
14456,13,10,6
14457,17,11,9
14458,16,10,10
14459,23,10,8
14460,19,7,6
14461,19,6,4
14462,19,11,8
14463,3,1,0
14464,6,3,1
14465,27,17,13
14466,12,11,4
14467,17,17,9
14468,12,12,7
14469,9,6,6
14470,7,4,5
14471,27,22,20
14472,3,0,0
14473,13,4,2
14474,15,8,5
14475,14,8,6
14476,25,13,12
14477,30,21,10
14478,10,4,2
14479,29,15,13
14480,18,10,7
14481,9,3,0
14482,7,4,5
14483,17,8,8
14484,18,16,10
14485,8,5,4
14486,24,13,10
14487,23,15,11
14488,25,20,11
14489,21,16,10
14490,13,9,6
14491,12,5,3
14492,31,19,18
14493,32,12,10
14494,22,18,14
14495,23,13,7
14496,2,2,0
14497,5,3,2
14498,14,7,4
14499,20,10,12
14500,36,15,10
14501,13,8,7
14502,12,11,5
14503,11,6,4
14504,15,8,7
14505,21,10,5
14506,18,9,7
14507,10,8,6
14508,17,4,4
14509,10,8,5
14510,38,20,18
14511,7,3,2
14512,42,27,44
14513,23,11,8
14514,20,8,6
14515,16,12,8
14516,30,21,13
14517,19,15,9
14518,25,15,15
14519,28,22,9
14520,7,2,1
14521,19,13,7
14522,19,11,9
14523,6,5,6
14524,21,18,6
14525,9,5,4
14526,26,15,15
14527,14,6,5
14528,11,7,5
14529,21,10,4
14530,49,31,13
14531,26,21,7
14532,7,7,6
14533,19,19,11
14534,23,14,4
14535,5,3,3
14536,8,3,8
14537,7,3,1
14538,19,6,5
14539,10,5,4
14540,13,5,4
14541,10,6,3
14542,8,7,3
14543,29,20,15
14544,15,10,11
14545,18,10,10
14546,11,7,6
14547,11,4,3
14548,11,4,3
14549,17,11,7
14550,19,12,11
14551,35,23,11
14552,13,8,4
14553,42,22,18
14554,23,12,8
14555,8,3,1
14556,23,9,9
14557,23,10,8
14558,19,12,5
14559,15,6,6
14560,32,17,10
14561,14,8,7
14562,21,16,11
14563,26,14,6
14564,14,7,4
14565,6,4,7
14566,7,4,2
14567,29,17,13
14568,21,10,5
14569,21,16,13
14570,31,19,20
14571,8,7,7
14572,13,7,5
14573,35,22,13
14574,10,8,4
14575,15,5,5
14576,16,7,6
14577,15,10,9
14578,9,1,1
14579,10,6,4
14580,9,7,8
14581,19,13,10
14582,15,7,3
14583,10,3,1
14584,10,8,7
14585,22,13,7
14586,32,21,18
14587,14,11,8
14588,13,9,5
14589,19,12,15
14590,24,16,9
14591,12,9,6
14592,11,7,8
14593,4,3,2
14594,10,6,4
14595,19,13,6
14596,21,12,8
14597,26,14,10
14598,4,2,2
14599,21,15,9
14600,4,2,2
14601,10,6,2
14602,8,6,5
14603,14,11,9
14604,6,3,5
14605,22,13,10
14606,3,2,1
14607,28,20,16
14608,14,9,8
14609,24,19,14
14610,52,36,30
14611,20,11,1
14612,22,20,15
14613,17,10,8
14614,20,12,7
14615,28,20,16
14616,8,6,5
14617,16,7,7
14618,12,6,6
14619,26,17,17
14620,38,19,17
14621,45,15,12
14622,7,5,2
14623,16,6,3
14624,17,5,10
14625,35,23,22
14626,21,8,5
14627,30,15,11
14628,11,6,4
14629,9,2,1
14630,10,9,5
14631,33,22,14
14632,24,18,15
14633,28,12,9
14634,12,5,4
14635,28,19,13
14636,23,14,13
14637,12,9,8
14638,20,14,8
14639,16,11,5
14640,27,19,17
14641,11,10,3
14642,15,9,7
14643,11,6,5
14644,71,56,33
14645,15,8,4
14646,31,22,14
14647,11,6,4
14648,19,15,10
14649,13,7,4
14650,12,6,8
14651,21,10,9
14652,19,11,5
14653,9,5,3
14654,8,2,8
14655,14,8,5
14656,15,7,7
14657,19,12,10
14658,15,9,6
14659,33,27,13
14660,16,6,2
14661,12,6,5
14662,17,11,8
14663,8,5,2
14664,15,16,6
14665,16,5,4
14666,32,13,10
14667,17,8,7
14668,24,19,12
14669,8,3,3
14670,8,7,5
14671,16,7,6
14672,8,8,3
14673,23,13,11
14674,28,19,13
14675,18,10,7
14676,7,2,1
14677,27,13,11
14678,10,6,3
14679,12,9,8
14680,26,16,11
14681,22,13,9
14682,17,12,10
14683,28,15,13
14684,16,8,10
14685,18,11,10
14686,12,9,6
14687,12,6,2
14688,8,4,2
14689,33,19,15
14690,13,6,5
14691,12,4,3
14692,26,20,19
14693,8,3,3
14694,12,8,5
14695,13,12,10
14696,13,7,5
14697,10,4,5
14698,19,15,12
14699,11,5,1
14700,15,11,7
14701,24,18,15
14702,11,4,3
14703,10,4,2
14704,9,4,2
14705,13,7,4
14706,8,4,2
14707,38,24,8
14708,18,14,6
14709,29,20,18
14710,17,11,8
14711,10,7,5
14712,30,18,17
14713,5,3,2
14714,14,5,2
14715,21,8,6
14716,18,13,7
14717,6,1,1
14718,27,14,12
14719,19,12,12
14720,15,5,7
14721,5,2,1
14722,8,8,4
14723,15,12,12
14724,18,12,9
14725,49,33,26
14726,23,14,12
14727,36,21,17
14728,8,7,5
14729,25,19,17
14730,18,5,6
14731,18,11,10
14732,35,18,19
14733,13,6,6
14734,15,13,6
14735,19,13,11
14736,13,9,5
14737,3,2,2
14738,13,11,9
14739,11,6,5
14740,30,20,10
14741,16,9,6
14742,31,22,25
14743,9,6,6
14744,9,7,7
14745,13,13,5
14746,14,6,4
14747,4,3,2
14748,13,12,11
14749,14,8,7
14750,21,11,11
14751,23,18,14
14752,12,6,5
14753,34,23,23
14754,12,8,6
14755,12,10,5
14756,9,5,2
14757,7,2,2
14758,22,16,13
14759,26,20,13
14760,8,6,6
14761,32,22,17
14762,26,16,10
14763,32,22,14
14764,21,9,8
14765,5,4,0
14766,16,7,5
14767,3,3,2
14768,19,15,10
14769,19,11,6
14770,15,9,6
14771,6,4,4
14772,45,34,20
14773,24,14,12
14774,21,15,10
14775,2,1,1
14776,41,27,27
14777,12,13,6
14778,27,21,16
14779,21,11,10
14780,21,10,5
14781,26,10,10
14782,16,12,9
14783,16,8,4
14784,19,19,9
14785,15,10,5
14786,14,3,2
14787,20,12,8
14788,11,6,3
14789,13,15,3
14790,14,6,4
14791,7,1,1
14792,14,7,3
14793,25,21,17
14794,21,12,9
14795,10,7,5
14796,12,3,3
14797,17,7,4
14798,29,14,10
14799,23,18,14
14800,16,7,8
14801,18,8,7
14802,8,5,4
14803,5,2,2
14804,12,4,2
14805,28,16,14
14806,10,6,5
14807,21,12,10
14808,11,6,4
14809,35,36,15
14810,12,10,3
14811,12,10,6
14812,17,7,8
14813,38,29,20
14814,21,12,8
14815,25,18,16
14816,13,7,4
14817,3,2,2
14818,23,14,27
14819,25,16,7
14820,14,9,8
14821,10,5,2
14822,12,9,8
14823,10,7,6
14824,11,4,2
14825,22,14,14
14826,13,4,3
14827,13,8,7
14828,10,7,4
14829,13,15,6
14830,11,5,2
14831,8,6,3
14832,13,6,0
14833,20,12,8
14834,10,10,3
14835,22,12,10
14836,22,14,12
14837,18,14,7
14838,9,7,3
14839,16,12,11
14840,15,9,8
14841,21,14,7
14842,6,1,0
14843,37,28,23
14844,6,2,1
14845,11,6,6
14846,21,16,11
14847,8,8,5
14848,14,7,6
14849,13,9,6
14850,12,9,5
14851,21,11,9
14852,8,3,2
14853,33,20,14
14854,12,6,2
14855,8,4,5
14856,24,14,8
14857,12,6,4
14858,30,18,12
14859,12,6,2
14860,21,14,11
14861,14,8,6
14862,18,14,10
14863,7,4,2
14864,10,3,3
14865,15,7,4
14866,13,7,6
14867,22,13,13
14868,20,10,7
14869,50,23,22
14870,6,3,1
14871,26,20,15
14872,12,4,3
14873,19,11,7
14874,3,0,0
14875,29,21,16
14876,14,13,4
14877,8,5,3
14878,23,17,11
14879,31,15,11
14880,9,10,3
14881,4,1,1
14882,12,4,4
14883,31,21,22
14884,55,29,15
14885,22,16,10
14886,14,11,7
14887,5,4,3
14888,14,10,6
14889,11,8,5
14890,27,18,14
14891,8,5,5
14892,6,4,1
14893,29,23,25
14894,16,7,3
14895,22,10,7
14896,41,32,20
14897,18,10,7
14898,16,12,9
14899,23,14,6
14900,41,28,21
14901,17,8,6
14902,20,4,5
14903,8,6,1
14904,4,2,2
14905,7,3,3
14906,19,11,10
14907,8,10,3
14908,6,4,4
14909,26,15,11
14910,25,18,19
14911,12,10,9
14912,27,24,18
14913,16,13,16
14914,9,7,5
14915,47,17,13
14916,28,20,18
14917,9,7,5
14918,16,10,7
14919,13,7,8
14920,40,25,13
14921,32,27,21
14922,38,24,11
14923,10,5,5
14924,15,10,7
14925,28,17,8
14926,24,17,8
14927,17,13,12
14928,34,22,17
14929,20,17,14
14930,9,5,5
14931,9,6,6
14932,13,6,6
14933,14,10,8
14934,11,5,6
14935,16,6,7
14936,7,5,3
14937,17,9,7
14938,22,11,5
14939,13,6,5
14940,8,6,3
14941,12,7,4
14942,9,8,4
14943,21,14,6
14944,26,18,9
14945,27,29,13
14946,11,9,7
14947,10,6,3
14948,20,9,3
14949,22,9,3
14950,12,9,7
14951,23,11,13
14952,4,1,1
14953,28,17,12
14954,16,13,8
14955,22,13,14
14956,43,33,19
14957,10,8,6
14958,17,13,11
14959,7,6,3
14960,4,0,0
14961,11,6,4
14962,18,11,15
14963,30,21,15
14964,8,1,0
14965,19,14,4
14966,10,3,5
14967,21,14,6
14968,16,11,8
14969,41,27,27
14970,16,14,8
14971,8,4,4
14972,22,17,13
14973,19,15,9
14974,8,3,0
14975,6,4,1
14976,41,25,18
14977,17,10,10
14978,12,6,5
14979,58,43,28
14980,29,10,8
14981,20,11,7
14982,14,9,5
14983,18,14,13
14984,12,5,3
14985,29,20,16
14986,2,2,0
14987,20,16,12
14988,15,4,8
14989,15,7,9
14990,12,11,8
14991,15,10,7
14992,22,17,11
14993,19,10,12
14994,22,14,8
14995,37,24,17
14996,8,5,6
14997,10,7,4
14998,25,19,19
14999,21,21,12
15000,2,4,1
15001,23,10,7
15002,9,5,4
15003,33,17,12
15004,21,16,10
15005,7,3,2
15006,8,6,3
15007,16,12,5
15008,20,12,8
15009,12,12,6
15010,11,8,5
15011,17,11,7
15012,22,16,11
15013,41,23,18
15014,12,11,7
15015,13,10,8
15016,17,12,8
15017,14,9,7
15018,26,16,14
15019,19,11,11
15020,33,22,22
15021,10,3,3
15022,14,6,3
15023,17,12,8
15024,16,14,10
15025,1,0,0
15026,15,8,5
15027,41,35,24
15028,31,19,16
15029,3,1,1
15030,15,7,6
15031,12,5,3
15032,16,6,9
15033,19,13,9
15034,7,4,2
15035,25,17,11
15036,23,23,11
15037,42,26,23
15038,40,21,18
15039,9,6,3
15040,17,11,12
15041,27,8,7
15042,23,13,11
15043,18,13,13
15044,21,7,6
15045,21,12,7
15046,10,4,3
15047,13,8,4
15048,4,2,0
15049,14,6,4
15050,13,6,5
15051,12,9,7
15052,9,1,2
15053,57,37,27
15054,32,16,12
15055,15,12,6
15056,16,11,9
15057,8,7,7
15058,33,15,8
15059,8,5,4
15060,8,4,3
15061,23,12,4
15062,15,8,6
15063,13,8,8
15064,11,8,5
15065,16,13,6
15066,60,38,32
15067,22,13,8
15068,34,13,12
15069,21,14,6
15070,5,3,3
15071,6,6,2
15072,16,7,4
15073,10,5,6
15074,12,6,2
15075,24,15,12
15076,19,9,9
15077,22,13,10
15078,11,5,1
15079,11,4,4
15080,8,3,0
15081,16,11,8
15082,9,6,4
15083,17,7,7
15084,29,18,16
15085,15,10,5
15086,7,6,2
15087,14,11,8
15088,14,9,5
15089,11,8,14
15090,25,18,10
15091,21,22,10
15092,9,8,7
15093,27,21,15
15094,7,3,3
15095,10,6,3
15096,5,4,3
15097,7,5,4
15098,9,5,5
15099,19,16,15
15100,33,23,20
15101,27,17,11
15102,13,12,8
15103,30,19,18
15104,16,14,8
15105,11,2,1
15106,20,14,12
15107,10,3,2
15108,24,12,11
15109,12,7,2
15110,19,13,11
15111,22,18,9
15112,20,10,9
15113,11,4,2
15114,13,7,6
15115,21,9,6
15116,16,7,3
15117,21,14,9
15118,13,12,6
15119,8,7,7
15120,6,3,1
15121,19,10,12
15122,17,11,9
15123,9,5,5
15124,17,11,8
15125,17,4,1
15126,13,11,9
15127,19,13,11
15128,28,21,10
15129,10,6,4
15130,19,21,8
15131,8,4,2
15132,27,21,14
15133,50,21,21
15134,11,4,4
15135,28,16,11
15136,18,12,7
15137,30,21,14
15138,19,14,8
15139,57,39,34
15140,7,6,3
15141,11,8,3
15142,23,19,6
15143,17,10,9
15144,8,6,5
15145,10,6,3
15146,15,9,6
15147,16,7,5
15148,14,9,8
15149,9,7,6
15150,9,6,3
15151,8,6,4
15152,14,10,8
15153,17,12,8
15154,20,12,9
15155,32,15,11
15156,14,11,5
15157,16,9,7
15158,15,6,3
15159,16,5,4
15160,4,2,2
15161,18,14,9
15162,21,15,9
15163,12,8,7
15164,36,22,16
15165,51,19,18
15166,16,6,6
15167,14,11,8
15168,9,7,5
15169,33,19,10
15170,9,5,5
15171,18,19,7
15172,10,6,5
15173,25,16,12
15174,17,19,6
15175,38,21,20
15176,18,8,6
15177,23,17,18
15178,16,12,8
15179,21,12,10
15180,13,10,6
15181,5,3,3
15182,6,3,2
15183,17,13,8
15184,9,6,4
15185,3,2,2
15186,12,4,4
15187,26,11,8
15188,37,25,25
15189,6,2,3
15190,14,4,4
15191,25,15,11
15192,20,11,10
15193,13,6,6
15194,20,13,4
15195,7,4,3
15196,16,10,7
15197,26,13,13
15198,12,5,4
15199,15,11,9
15200,7,6,3
15201,14,9,4
15202,6,4,1
15203,11,6,11
15204,15,12,8
15205,28,24,21
15206,10,5,2
15207,18,11,7
15208,10,7,5
15209,15,14,10
15210,6,5,3
15211,7,0,0
15212,18,9,8
15213,11,4,1
15214,13,6,4
15215,11,11,5
15216,9,6,4
15217,26,20,26
15218,23,13,8
15219,21,9,22
15220,15,11,5
15221,24,18,8
15222,8,5,3
15223,9,5,4
15224,32,24,22
15225,11,8,6
15226,24,13,5
15227,15,8,4
15228,13,10,7
15229,25,13,5
15230,5,2,0
15231,8,5,2
15232,10,8,4
15233,13,7,3
15234,8,11,1
15235,7,4,2
15236,18,12,7
15237,17,9,7
15238,31,17,10
15239,11,6,4
15240,19,12,9
15241,15,7,4
15242,32,23,20
15243,31,21,34
15244,14,12,11
15245,19,14,14
15246,42,26,18
15247,49,21,18
15248,10,6,4
15249,46,27,15
15250,24,14,8
15251,10,7,6
15252,20,12,5
15253,10,9,4
15254,7,6,4
15255,27,21,15
15256,7,4,3
15257,10,6,5
15258,35,21,15
15259,14,11,7
15260,5,3,2
15261,36,21,15
15262,17,10,6
15263,18,13,6
15264,18,10,10
15265,13,14,7
15266,20,10,10
15267,21,17,10
15268,28,19,16
15269,13,9,8
15270,15,8,8
15271,4,1,0
15272,9,3,3
15273,21,13,5
15274,10,11,3
15275,17,7,7
15276,25,13,7
15277,18,6,3
15278,16,7,7
15279,17,12,10
15280,5,3,1
15281,14,8,8
15282,18,13,21
15283,7,3,1
15284,26,16,15
15285,8,3,2
15286,15,10,6
15287,18,16,11
15288,9,5,0
15289,24,14,15
15290,18,14,7
15291,6,5,1
15292,7,4,3
15293,23,15,13
15294,7,4,2
15295,23,7,6
15296,41,19,20
15297,12,7,5
15298,13,12,10
15299,14,4,6
15300,10,4,2
15301,25,18,13
15302,7,3,2
15303,14,13,10
15304,20,14,12
15305,8,6,6
15306,11,7,6
15307,20,17,12
15308,22,16,10
15309,14,10,6
15310,7,5,3
15311,15,6,3
15312,16,12,7
15313,11,4,2
15314,9,9,3
15315,11,4,2
15316,17,9,5
15317,9,9,8
15318,17,10,8
15319,9,5,3
15320,29,11,8
15321,6,3,4
15322,6,3,2
15323,12,5,6
15324,31,15,14
15325,10,7,4
15326,10,6,4
15327,16,12,8
15328,21,22,8
15329,21,11,6
15330,19,11,11
15331,10,5,4
15332,25,12,9
15333,9,4,3
15334,8,4,3
15335,9,6,5
15336,14,8,5
15337,17,9,5
15338,11,9,8
15339,9,3,4
15340,24,12,10
15341,19,18,12
15342,11,7,4
15343,12,10,8
15344,22,16,16
15345,6,4,3
15346,10,8,5
15347,29,20,14
15348,16,9,8
15349,4,0,1
15350,12,4,1
15351,32,19,15
15352,13,6,2
15353,39,28,12
15354,8,7,9
15355,8,3,3
15356,20,8,8
15357,9,7,6
15358,17,17,7
15359,17,5,3
15360,30,26,10
15361,23,13,24
15362,23,7,5
15363,10,1,1
15364,22,15,11
15365,11,6,3
15366,10,8,3
15367,16,9,17
15368,22,7,3
15369,28,12,9
15370,12,7,4
15371,13,5,2
15372,19,17,4
15373,12,11,7
15374,34,14,25
15375,10,6,6
15376,21,15,10
15377,8,7,4
15378,9,6,4
15379,21,12,6
15380,12,9,6
15381,35,21,10
15382,12,13,6
15383,15,10,8
15384,16,9,9
15385,8,5,3
15386,29,20,13
15387,14,12,6
15388,9,7,3
15389,20,13,6
15390,8,9,4
15391,21,15,10
15392,19,14,11
15393,33,18,12
15394,12,6,3
15395,18,11,8
15396,27,16,13
15397,8,10,4
15398,5,3,0
15399,4,2,2
15400,8,5,3
15401,10,8,5
15402,10,10,3
15403,13,6,3
15404,64,43,43
15405,4,1,1
15406,13,9,6
15407,21,16,15
15408,15,7,6
15409,48,29,22
15410,24,15,12
15411,7,5,2
15412,12,10,9
15413,13,6,3
15414,28,25,16
15415,10,6,4
15416,15,11,9
15417,39,22,19
15418,43,25,13
15419,17,5,1
15420,10,8,5
15421,11,6,2
15422,15,9,8
15423,17,11,6
15424,32,24,11
15425,18,14,12
15426,11,8,4
15427,8,5,4
15428,17,3,1
15429,18,12,9
15430,27,17,8
15431,31,25,17
15432,13,7,5
15433,10,3,1
15434,8,3,2
15435,26,17,11
15436,9,6,6
15437,8,5,5
15438,32,20,15
15439,10,7,5
15440,18,18,6
15441,12,8,3
15442,13,12,5
15443,9,4,3
15444,29,16,14
15445,11,9,3
15446,39,22,20
15447,12,7,7
15448,50,33,24
15449,29,12,4
15450,19,7,7
15451,7,4,4
15452,13,7,4
15453,8,5,2
15454,32,11,9
15455,10,10,5
15456,43,25,22
15457,11,6,5
15458,2,0,0
15459,18,11,8
15460,10,3,2
15461,16,9,5
15462,7,2,1
15463,14,7,7
15464,24,7,11
15465,5,3,1
15466,5,2,1
15467,20,11,10
15468,14,6,4
15469,38,28,27
15470,12,10,4
15471,26,16,12
15472,17,11,8
15473,10,6,2
15474,20,12,13
15475,34,20,17
15476,13,13,5
15477,18,9,5
15478,21,15,5
15479,9,7,5
15480,15,8,6
15481,26,16,9
15482,9,8,3
15483,7,3,3
15484,29,10,6
15485,19,11,8
15486,13,12,11
15487,13,6,6
15488,10,7,5
15489,15,8,11
15490,17,7,5
15491,15,11,8
15492,38,22,19
15493,13,7,8
15494,17,13,12
15495,38,27,20
15496,8,4,3
15497,16,11,9
15498,19,11,11
15499,14,7,6
15500,27,11,4
15501,11,7,8
15502,5,2,2
15503,41,28,21
15504,11,8,8
15505,25,18,13
15506,26,18,13
15507,7,7,4
15508,6,2,1
15509,7,4,4
15510,10,7,4
15511,13,7,5
15512,23,13,5
15513,15,10,6
15514,13,7,5
15515,23,16,10
15516,25,16,11
15517,14,9,7
15518,29,23,14
15519,9,5,3
15520,30,14,10
15521,17,14,9
15522,27,18,14
15523,19,19,14
15524,20,13,13
15525,16,9,5
15526,26,23,12
15527,6,3,4
15528,8,7,2
15529,11,6,7
15530,12,6,2
15531,57,35,30
15532,17,10,10
15533,14,9,5
15534,41,29,16
15535,21,12,11
15536,9,7,7
15537,13,8,4
15538,25,23,11
15539,15,7,6
15540,15,7,3
15541,17,11,6
15542,32,24,21
15543,49,39,27
15544,16,7,7
15545,10,5,3
15546,22,18,12
15547,19,10,3
15548,12,8,3
15549,11,11,5
15550,11,8,7
15551,25,23,18
15552,7,7,6
15553,13,14,6
15554,14,10,10
15555,22,13,10
15556,15,5,4
15557,8,6,2
15558,6,5,5
15559,26,17,13
15560,27,13,17
15561,36,26,17
15562,12,8,7
15563,15,8,10
15564,22,13,7
15565,9,2,2
15566,12,9,9
15567,13,8,5
15568,9,6,8
15569,18,6,5
15570,29,17,12
15571,12,7,8
15572,6,3,3
15573,8,2,0
15574,23,11,10
15575,18,12,9
15576,22,10,13
15577,16,10,6
15578,11,9,7
15579,10,5,2
15580,8,4,2
15581,17,8,6
15582,16,6,3
15583,15,9,6
15584,28,13,11
15585,7,6,5
15586,35,23,19
15587,20,11,9
15588,18,12,8
15589,9,2,1
15590,6,6,6
15591,40,23,21
15592,9,7,5
15593,10,8,7
15594,36,18,7
15595,46,31,24
15596,11,8,5
15597,31,22,14
15598,11,12,3
15599,26,18,15
15600,16,13,8
15601,12,6,7
15602,10,6,6
15603,18,4,2
15604,30,20,16
15605,16,8,7
15606,18,9,8
15607,50,30,33
15608,31,19,16
15609,20,14,11
15610,12,14,6
15611,20,16,14
15612,15,9,4
15613,8,3,1
15614,9,2,2
15615,17,8,4
15616,12,6,5
15617,10,5,4
15618,18,5,3
15619,14,7,4
15620,17,7,7
15621,10,2,2
15622,17,7,4
15623,16,10,8
15624,8,4,2
15625,8,7,3
15626,14,11,9
15627,24,18,10
15628,7,2,1
15629,13,9,7
15630,9,8,4
15631,10,8,6
15632,22,17,11
15633,19,12,9
15634,13,6,4
15635,9,3,2
15636,23,9,8
15637,18,14,8
15638,17,13,8
15639,32,25,17
15640,10,6,5
15641,5,4,1
15642,8,6,4
15643,5,3,1
15644,10,5,5
15645,26,10,6
