,pos,nega,neu
8559,30,22,18
8560,20,12,7
8561,9,7,2
8562,34,15,7
8563,10,6,4
8564,43,32,26
8565,21,12,8
8566,7,6,4
8567,8,4,3
8568,40,18,13
8569,26,15,14
8570,17,6,3
8571,7,4,3
8572,11,6,3
8573,25,11,12
8574,22,14,10
8575,12,9,8
8576,23,18,10
8577,8,5,3
8578,21,10,9
8579,14,9,7
8580,6,4,2
8581,20,15,10
8582,26,14,10
8583,17,8,18
8584,12,7,1
8585,9,6,3
8586,11,6,3
8587,27,20,31
8588,6,1,3
8589,10,6,1
8590,16,12,12
8591,7,4,3
8592,28,12,9
8593,11,8,6
8594,6,1,2
8595,7,7,4
8596,13,9,4
8597,14,7,6
8598,39,19,12
8599,7,4,3
8600,39,23,14
8601,5,3,2
8602,21,14,13
8603,30,21,14
8604,20,12,7
8605,21,15,10
8606,11,8,8
8607,13,8,8
8608,46,24,12
8609,17,10,5
8610,18,10,8
8611,33,16,12
8612,22,16,9
8613,23,17,12
8614,4,2,3
8615,15,8,5
8616,13,6,4
8617,11,11,9
8618,14,9,5
8619,11,7,3
8620,23,12,10
8621,17,8,4
8622,12,14,8
8623,15,11,8
8624,20,9,8
8625,20,10,9
8626,19,8,4
8627,5,3,2
8628,33,26,18
8629,10,4,2
8630,27,18,13
8631,17,12,6
8632,42,21,11
8633,19,13,9
8634,24,18,10
8635,6,4,2
8636,9,12,2
8637,20,11,7
8638,5,2,0
8639,21,14,10
8640,15,9,4
8641,26,9,7
8642,16,8,4
8643,10,4,4
8644,14,12,6
8645,20,16,7
8646,15,11,7
8647,13,15,7
8648,7,4,1
8649,15,7,6
8650,14,7,3
8651,20,12,11
8652,32,23,14
8653,16,9,7
8654,20,17,14
8655,19,10,7
8656,12,4,3
8657,10,3,3
8658,12,7,5
8659,19,13,8
8660,19,15,4
8661,7,3,0
8662,4,3,2
8663,9,6,4
8664,9,4,5
8665,11,6,3
8666,32,17,14
8667,11,4,3
8668,24,16,15
8669,9,8,4
8670,13,9,9
8671,42,32,25
8672,32,17,13
8673,11,7,6
8674,35,22,17
8675,16,11,7
8676,29,18,14
8677,20,17,12
8678,19,11,8
8679,14,9,7
8680,14,4,4
8681,23,8,4
8682,22,15,12
8683,22,10,12
8684,29,15,10
8685,19,9,9
8686,13,10,2
8687,14,6,3
8688,18,10,3
8689,6,1,1
8690,4,1,0
8691,10,6,4
8692,20,8,6
8693,13,12,9
8694,13,9,5
8695,6,5,4
8696,23,17,12
8697,12,6,8
8698,11,8,5
8699,15,8,7
8700,8,8,4
8701,20,9,10
8702,15,7,4
8703,12,8,6
8704,58,33,32
8705,23,18,15
8706,15,8,6
8707,20,15,12
8708,21,11,3
8709,19,14,9
8710,16,12,8
8711,2,0,0
8712,10,8,6
8713,25,19,12
8714,13,7,4
8715,9,4,5
8716,7,5,5
8717,12,10,6
8718,5,4,2
8719,17,9,10
8720,15,11,9
8721,11,6,3
8722,15,8,6
8723,25,14,6
8724,14,6,6
8725,16,5,6
8726,17,11,7
8727,9,4,3
8728,30,18,20
8729,21,10,12
8730,4,1,1
8731,17,12,8
8732,14,7,2
8733,30,13,9
8734,12,4,3
8735,15,2,2
8736,37,24,16
8737,35,26,22
8738,18,5,7
8739,9,6,6
8740,3,3,2
8741,14,9,6
8742,9,4,4
8743,7,4,0
8744,24,17,10
8745,27,15,7
8746,6,3,0
8747,5,1,3
8748,6,5,3
8749,13,7,5
8750,19,10,11
8751,13,7,4
8752,27,15,12
8753,30,15,17
8754,31,18,14
8755,21,13,11
8756,50,33,26
8757,6,3,2
8758,25,12,9
8759,27,17,12
8760,5,4,4
8761,24,16,12
8762,14,8,6
8763,24,10,9
8764,19,9,4
8765,34,23,20
8766,16,7,7
8767,13,7,5
8768,7,3,5
8769,13,12,8
8770,9,7,0
8771,29,16,9
8772,32,20,17
8773,28,15,13
8774,10,7,7
8775,33,15,17
8776,16,6,2
8777,19,19,7
8778,34,26,26
8779,18,8,7
8780,21,11,13
8781,19,10,10
8782,18,13,5
8783,8,6,3
8784,13,7,7
8785,18,15,7
8786,19,15,12
8787,11,5,6
8788,32,18,16
8789,17,10,8
8790,41,26,20
8791,19,14,11
8792,31,26,16
8793,9,2,1
8794,15,11,7
8795,11,4,4
8796,17,9,8
8797,26,21,13
8798,15,11,10
8799,20,18,14
8800,7,4,3
8801,17,11,10
8802,10,4,3
8803,9,7,5
8804,10,6,5
8805,4,3,4
8806,12,9,8
8807,13,11,5
8808,15,10,6
8809,34,26,14
8810,12,4,4
8811,17,9,9
8812,10,6,6
8813,21,13,13
8814,23,19,17
8815,7,3,2
8816,9,6,4
8817,8,4,4
8818,21,13,6
8819,26,14,9
8820,45,32,23
8821,4,2,4
8822,10,6,4
8823,9,5,5
8824,4,2,1
8825,20,11,5
8826,20,16,6
8827,25,10,10
8828,30,18,18
8829,16,9,5
8830,17,12,10
8831,9,6,6
8832,4,4,3
8833,10,6,4
8834,25,16,11
8835,18,12,13
8836,14,9,8
8837,27,17,14
8838,152,67,43
8839,8,5,1
8840,24,15,8
8841,15,11,8
8842,61,32,23
8843,14,5,4
8844,14,13,8
8845,4,1,0
8846,19,12,4
8847,22,20,13
8848,17,6,4
8849,15,8,4
8850,41,25,17
8851,6,3,1
8852,3,4,1
8853,20,6,3
8854,10,10,5
8855,15,9,4
8856,27,19,27
8857,23,15,24
8858,20,17,18
8859,15,8,4
8860,11,5,2
8861,5,3,1
8862,10,6,3
8863,16,13,10
8864,16,9,7
8865,13,9,4
8866,15,4,4
8867,8,4,3
8868,4,3,3
8869,8,7,5
8870,9,7,6
8871,8,3,3
8872,24,23,11
8873,20,11,7
8874,20,13,9
8875,42,26,16
8876,8,6,5
8877,8,4,3
8878,6,3,1
8879,8,5,2
8880,17,11,10
8881,33,12,11
8882,8,4,4
8883,44,34,15
8884,22,10,9
8885,8,3,3
8886,16,6,5
8887,11,2,2
8888,24,14,10
8889,34,19,14
8890,11,6,5
8891,30,19,14
8892,24,17,11
8893,14,11,5
8894,18,10,6
8895,11,8,6
8896,10,6,4
8897,7,5,2
8898,10,6,6
8899,3,1,1
8900,15,9,5
8901,20,12,9
8902,13,8,6
8903,23,15,12
8904,10,6,4
8905,15,7,5
8906,14,6,5
8907,14,7,4
8908,34,20,16
8909,9,9,5
8910,15,10,10
8911,22,16,8
8912,30,16,12
8913,32,23,20
8914,8,5,4
8915,8,6,5
8916,11,7,5
8917,3,1,0
8918,9,3,3
8919,13,7,3
8920,10,6,5
8921,16,11,9
8922,44,29,24
8923,10,5,1
8924,8,4,3
8925,15,8,5
8926,14,8,6
8927,31,23,16
8928,28,21,18
8929,40,25,21
8930,20,7,4
8931,20,8,5
8932,9,7,4
8933,10,11,7
8934,11,9,10
8935,22,10,10
8936,22,9,9
8937,11,9,2
8938,17,9,6
8939,15,10,8
8940,40,28,28
8941,7,6,4
8942,4,3,2
8943,16,9,5
8944,15,10,7
8945,5,2,1
8946,51,25,18
8947,25,10,9
8948,24,10,11
8949,6,2,1
8950,16,11,6
8951,13,9,7
8952,10,9,4
8953,12,3,1
8954,32,22,12
8955,8,5,3
8956,15,10,8
8957,16,9,4
8958,13,10,9
8959,19,6,8
8960,28,18,12
8961,15,9,6
8962,33,26,17
8963,32,20,15
8964,28,14,10
8965,27,18,11
8966,21,11,7
8967,10,3,2
8968,19,11,8
8969,32,23,19
8970,9,5,3
8971,33,22,17
8972,17,15,7
8973,27,13,9
8974,14,9,7
8975,5,2,4
8976,11,7,3
8977,21,13,8
8978,9,5,3
8979,17,13,8
8980,10,6,4
8981,5,4,3
8982,26,14,11
8983,17,9,5
8984,30,12,11
8985,11,3,2
8986,7,4,4
8987,9,5,5
8988,10,8,5
8989,17,11,10
8990,26,17,10
8991,14,11,8
8992,5,3,2
8993,18,9,4
8994,13,12,5
8995,18,11,9
8996,48,27,18
8997,10,3,2
8998,19,9,5
8999,5,2,2
9000,9,7,5
9001,12,12,3
9002,4,5,2
9003,17,8,7
9004,15,13,9
9005,7,7,2
9006,9,4,3
9007,11,6,6
9008,24,17,14
9009,18,9,5
9010,21,7,2
9011,35,19,13
9012,7,2,3
9013,34,24,19
9014,27,19,15
9015,14,7,6
9016,11,3,2
9017,16,9,7
9018,11,8,5
9019,14,9,5
9020,16,11,7
9021,13,6,3
9022,10,6,5
9023,17,12,8
9024,23,13,11
9025,13,6,2
9026,17,7,6
9027,16,9,5
9028,18,8,8
9029,16,12,9
9030,10,7,4
9031,34,20,14
9032,13,5,6
9033,26,16,12
9034,12,9,6
9035,21,12,10
9036,15,8,4
9037,22,17,11
9038,36,18,11
9039,25,22,15
9040,9,4,5
9041,13,7,1
9042,15,12,7
9043,22,11,7
9044,12,9,6
9045,15,15,9
9046,11,6,5
9047,16,6,6
9048,2,1,0
9049,10,7,5
9050,8,5,2
9051,11,7,4
9052,14,3,3
9053,26,18,12
9054,12,6,4
9055,31,20,12
9056,13,6,1
9057,11,4,4
9058,31,26,17
9059,6,3,1
9060,26,19,12
9061,18,9,10
9062,17,7,7
9063,18,9,12
9064,11,9,5
9065,14,9,6
9066,9,8,5
9067,26,27,14
9068,10,8,7
9069,11,6,6
9070,13,6,3
9071,7,3,3
9072,10,3,3
9073,7,6,4
9074,19,14,6
9075,8,5,3
9076,31,21,15
9077,24,19,14
9078,34,23,15
9079,7,5,3
9080,16,10,6
9081,14,15,6
9082,23,19,11
9083,19,16,12
9084,12,6,4
9085,12,7,5
9086,4,3,2
9087,19,11,9
9088,11,6,2
9089,34,7,8
9090,18,9,6
9091,25,9,7
9092,14,13,5
9093,17,8,8
9094,30,12,12
9095,16,7,6
9096,14,9,8
9097,14,10,4
9098,31,23,24
9099,20,13,8
9100,3,3,1
9101,34,19,10
9102,79,50,49
9103,16,11,9
9104,28,20,12
9105,30,19,15
9106,7,5,2
9107,9,8,7
9108,6,3,2
9109,21,14,10
9110,11,10,9
9111,24,14,10
9112,12,11,4
9113,16,14,9
9114,23,14,12
9115,5,2,3
9116,24,17,15
9117,20,15,14
9118,13,9,6
9119,15,9,8
9120,19,13,12
9121,20,12,12
9122,9,2,3
9123,10,6,4
9124,15,10,8
9125,19,14,12
9126,31,14,11
9127,17,14,10
9128,16,11,9
9129,29,19,12
9130,11,8,6
9131,4,2,2
9132,24,13,9
9133,27,16,12
9134,7,2,2
9135,8,4,8
9136,10,5,4
9137,23,16,14
9138,33,23,14
9139,16,12,8
9140,7,3,2
9141,12,11,5
9142,17,13,8
9143,8,6,4
9144,15,15,13
9145,24,11,6
9146,20,16,14
9147,18,6,5
9148,31,21,16
9149,17,7,5
9150,17,12,8
9151,40,26,26
9152,6,2,1
9153,20,6,4
9154,33,17,19
9155,16,10,9
9156,34,22,14
9157,16,11,5
9158,19,13,8
9159,32,17,13
9160,28,17,12
9161,7,1,2
9162,21,14,11
9163,19,10,5
9164,2,1,0
9165,14,8,5
9166,13,8,5
9167,12,6,5
9168,10,5,3
9169,11,6,8
9170,18,8,9
9171,9,6,5
9172,4,1,1
9173,16,11,6
9174,7,4,4
9175,6,5,3
9176,3,0,0
9177,11,7,4
9178,12,6,4
9179,15,6,7
9180,28,17,16
9181,14,10,10
9182,12,5,4
9183,10,9,7
9184,8,6,5
9185,17,8,8
9186,16,7,4
9187,16,14,9
9188,26,14,9
9189,16,12,7
9190,17,19,6
9191,14,9,6
9192,19,11,8
9193,19,15,8
9194,9,6,3
9195,18,11,10
9196,13,10,5
9197,8,5,2
9198,8,5,4
9199,16,9,8
9200,12,10,5
9201,10,4,1
9202,10,6,5
9203,16,9,4
9204,9,4,9
9205,16,9,3
9206,20,23,11
9207,16,9,5
9208,10,10,10
9209,15,7,7
9210,26,19,14
9211,17,8,5
9212,8,4,4
9213,27,11,12
9214,7,6,7
9215,39,18,15
9216,20,10,5
9217,10,6,6
9218,31,25,14
9219,18,19,5
9220,8,8,4
9221,14,8,5
9222,10,8,5
9223,18,13,4
9224,10,7,5
9225,23,14,9
9226,2,0,5
9227,10,6,5
9228,4,4,2
9229,22,5,9
9230,21,12,9
9231,20,16,12
9232,5,1,1
9233,11,9,7
9234,9,8,4
9235,28,15,5
9236,16,12,9
9237,14,8,8
9238,28,16,15
9239,16,9,7
9240,10,4,3
9241,19,12,19
9242,41,24,15
9243,31,11,5
9244,8,3,1
9245,25,19,16
9246,12,8,7
9247,14,11,9
9248,3,6,0
9249,26,10,8
9250,12,8,5
9251,20,7,5
9252,8,5,5
9253,19,11,7
9254,7,4,1
9255,15,10,9
9256,51,29,20
9257,26,23,8
9258,19,12,6
9259,39,22,41
9260,15,10,8
9261,23,16,13
9262,17,8,2
9263,22,15,12
9264,3,0,0
9265,17,10,5
9266,12,8,6
9267,32,20,18
9268,12,9,6
9269,35,18,11
9270,12,7,5
9271,14,9,5
9272,24,17,12
9273,11,7,2
9274,8,5,6
9275,10,7,5
9276,18,6,2
9277,22,16,11
9278,29,15,15
9279,33,22,14
9280,8,5,5
9281,6,5,1
9282,15,12,3
9283,13,4,5
9284,6,4,2
9285,12,5,5
9286,14,11,10
9287,19,13,10
9288,9,5,2
9289,28,21,17
9290,26,19,15
9291,40,27,27
9292,21,16,14
9293,21,21,6
9294,15,9,15
9295,24,16,12
9296,17,9,5
9297,7,4,3
9298,25,19,15
9299,20,9,5
9300,13,9,6
9301,13,11,4
9302,12,12,8
9303,22,13,12
9304,25,18,14
9305,17,10,17
9306,20,13,6
9307,41,32,20
9308,11,6,4
9309,2,1,0
9310,12,9,5
9311,27,20,14
9312,15,10,9
9313,14,9,6
9314,21,12,11
9315,18,8,4
9316,14,4,3
9317,45,30,21
9318,9,5,4
9319,28,16,11
9320,13,7,6
9321,21,7,7
9322,22,14,9
9323,9,4,3
9324,21,19,13
9325,37,16,21
9326,37,42,19
9327,19,10,11
9328,12,4,3
9329,11,8,6
9330,20,14,12
9331,35,23,9
9332,13,7,6
9333,21,9,7
9334,75,43,30
9335,23,16,9
9336,16,9,8
9337,20,12,9
9338,9,6,5
9339,25,15,14
9340,15,7,4
9341,49,33,33
9342,19,9,6
9343,41,25,22
9344,31,17,15
9345,21,16,9
9346,12,7,6
9347,19,13,11
9348,19,9,8
9349,9,6,3
9350,16,11,7
9351,17,9,5
9352,18,10,4
9353,7,6,2
9354,12,5,3
9355,24,15,13
9356,19,11,8
9357,10,5,5
9358,17,11,13
9359,15,5,4
9360,11,2,1
9361,22,13,9
9362,11,6,7
9363,23,16,11
9364,18,17,10
9365,6,3,0
9366,5,2,2
9367,6,4,2
9368,13,6,3
9369,6,3,3
9370,16,11,5
9371,22,16,13
9372,18,11,8
9373,14,7,3
9374,27,16,13
9375,36,22,14
9376,12,6,3
9377,23,15,13
9378,38,21,14
9379,23,7,5
9380,17,10,5
9381,20,12,7
9382,17,10,6
9383,14,12,9
9384,10,4,2
9385,6,5,6
9386,11,8,3
9387,13,8,7
9388,38,20,12
9389,12,9,6
9390,33,18,14
9391,30,10,8
9392,14,9,8
9393,7,2,3
9394,25,18,12
9395,23,18,7
9396,9,5,4
9397,4,3,2
9398,3,1,0
9399,31,18,16
9400,18,13,4
9401,31,17,15
9402,14,8,8
9403,8,6,5
9404,12,6,7
9405,16,12,8
9406,19,7,5
9407,8,6,5
9408,4,3,3
9409,9,5,4
9410,36,21,18
9411,19,11,11
9412,12,6,1
9413,26,16,8
9414,12,2,2
9415,12,3,1
9416,9,5,4
9417,19,13,12
9418,20,14,5
9419,9,7,5
9420,13,11,9
9421,22,11,12
9422,17,7,6
9423,10,12,3
9424,32,20,15
9425,16,7,4
9426,18,18,11
9427,6,4,2
9428,19,12,8
9429,29,18,14
9430,20,12,9
9431,22,11,8
9432,11,5,4
9433,19,12,7
9434,19,11,9
9435,7,3,1
9436,20,12,8
9437,21,14,9
9438,10,3,3
9439,43,34,24
9440,33,19,13
9441,7,4,3
9442,12,11,5
9443,20,9,10
9444,28,13,12
9445,29,17,12
9446,16,4,2
9447,15,11,10
9448,25,13,6
9449,11,2,2
9450,26,18,12
9451,8,6,2
9452,23,15,9
9453,15,5,3
9454,15,10,15
9455,21,9,7
9456,14,9,6
9457,12,5,4
9458,10,6,5
9459,16,6,11
9460,26,21,14
9461,47,28,25
9462,10,4,9
9463,25,13,12
9464,12,9,9
9465,15,6,5
9466,5,4,4
9467,11,8,9
9468,12,11,9
9469,23,15,12
9470,12,9,7
9471,25,17,13
9472,21,12,12
9473,56,37,24
9474,9,5,5
9475,40,19,17
9476,8,5,4
9477,10,6,7
9478,13,7,2
9479,24,14,11
9480,3,1,0
9481,13,5,3
9482,26,19,14
9483,21,17,12
9484,7,5,5
9485,14,3,4
9486,41,43,22
9487,11,6,3
9488,16,10,6
9489,10,8,5
9490,25,16,8
9491,22,11,10
9492,6,5,2
9493,24,17,9
9494,18,13,9
9495,13,4,2
9496,12,11,10
9497,14,8,6
9498,26,17,13
9499,23,13,11
9500,18,12,13
9501,27,21,20
9502,13,9,9
9503,12,7,5
9504,89,43,30
9505,7,3,2
9506,14,8,4
9507,16,11,6
9508,42,24,19
9509,12,15,5
9510,12,8,2
9511,19,11,5
9512,12,8,3
9513,7,7,5
9514,28,17,13
9515,19,14,10
9516,17,10,6
9517,24,25,11
9518,10,7,4
9519,24,17,12
9520,13,3,2
9521,20,14,10
9522,6,2,1
9523,11,7,7
9524,18,7,2
9525,9,7,5
9526,12,12,5
9527,16,9,7
9528,13,10,7
9529,12,5,5
9530,10,2,2
9531,12,10,8
9532,11,10,7
9533,11,7,5
9534,19,16,9
9535,14,10,4
9536,15,10,8
9537,14,11,5
9538,11,7,6
9539,23,14,10
9540,12,6,6
9541,6,5,5
9542,16,11,7
9543,11,11,7
9544,8,4,5
9545,16,15,9
9546,17,12,7
9547,22,13,5
9548,16,12,7
9549,21,21,11
9550,10,6,6
9551,7,6,0
9552,11,6,3
9553,32,16,14
9554,17,12,12
9555,19,14,12
9556,27,15,12
9557,9,7,6
9558,34,28,21
9559,15,5,3
9560,16,13,4
9561,12,6,12
9562,15,8,2
9563,12,6,4
9564,13,6,7
9565,31,13,11
9566,8,6,4
9567,18,6,7
9568,15,7,6
9569,14,8,7
9570,17,13,6
9571,6,2,1
9572,39,17,24
9573,22,11,10
9574,6,4,4
9575,18,10,9
9576,40,22,16
9577,12,9,4
9578,14,9,5
9579,15,7,5
9580,17,11,7
9581,11,6,5
9582,5,7,4
9583,8,4,5
9584,5,3,1
9585,12,8,7
9586,27,17,12
9587,19,13,7
9588,22,24,13
9589,25,13,9
9590,18,16,10
9591,19,9,7
9592,9,3,3
9593,17,10,4
9594,5,3,3
9595,7,1,2
9596,14,6,4
9597,13,10,7
9598,23,14,5
9599,14,6,3
9600,15,9,5
9601,14,1,2
9602,13,8,4
9603,32,16,10
9604,9,5,3
9605,21,16,16
9606,14,4,3
9607,19,12,11
9608,45,27,12
9609,8,6,6
9610,26,19,14
9611,28,14,12
9612,27,19,14
9613,19,19,10
9614,16,10,8
9615,15,14,8
9616,33,16,16
9617,20,9,6
9618,18,15,12
9619,16,12,4
9620,13,10,8
9621,22,13,11
9622,9,8,6
9623,6,4,4
9624,13,10,4
9625,18,15,19
9626,13,5,2
9627,10,8,6
9628,5,0,0
9629,11,8,5
9630,10,6,2
9631,35,24,18
9632,9,4,4
9633,9,7,6
9634,16,13,11
9635,47,37,32
9636,12,10,6
9637,37,16,13
9638,27,16,17
9639,14,9,3
9640,13,9,3
9641,5,5,5
9642,4,1,0
9643,21,10,8
9644,28,21,17
9645,34,21,14
9646,24,17,15
9647,5,3,3
9648,21,14,22
9649,27,8,7
9650,27,20,13
9651,3,2,2
9652,12,7,5
9653,10,7,3
9654,15,17,2
9655,18,10,10
9656,26,17,10
9657,6,3,3
9658,19,10,11
9659,21,16,16
9660,27,21,12
9661,23,16,7
9662,10,5,4
9663,21,14,8
9664,13,5,5
9665,8,2,4
9666,41,26,23
9667,29,15,7
9668,27,19,16
9669,11,5,1
9670,9,5,5
9671,29,19,18
9672,10,10,4
9673,17,12,6
9674,20,8,8
9675,7,6,4
9676,17,9,9
9677,6,3,3
9678,10,5,5
9679,16,9,11
9680,17,12,9
9681,16,6,5
9682,7,6,4
9683,15,7,6
9684,17,11,8
9685,24,16,14
9686,24,17,9
9687,8,4,2
9688,23,9,11
9689,5,3,1
9690,15,11,10
9691,16,10,7
9692,4,3,1
9693,29,14,10
9694,24,11,9
9695,21,16,13
9696,24,17,13
9697,17,6,2
9698,11,7,5
9699,8,5,3
9700,21,14,12
9701,19,12,11
9702,13,8,6
9703,6,4,4
9704,28,17,12
9705,12,9,4
9706,19,14,10
9707,9,7,6
9708,14,11,3
9709,13,10,9
9710,19,8,7
9711,23,10,8
9712,5,4,5
9713,22,18,8
9714,11,8,8
9715,26,19,9
9716,22,17,12
9717,9,4,2
9718,8,6,8
9719,15,7,5
9720,49,37,38
9721,61,37,33
9722,15,9,8
9723,18,7,5
9724,15,9,3
9725,23,9,8
9726,8,5,3
9727,18,18,10
9728,12,12,3
9729,14,8,5
9730,9,4,6
9731,19,13,12
9732,58,32,35
9733,16,10,7
9734,10,7,6
9735,14,8,7
9736,12,11,6
9737,12,12,2
9738,27,17,17
9739,31,33,10
9740,33,25,18
9741,10,8,6
9742,3,2,0
9743,10,7,0
9744,36,21,19
9745,13,10,9
9746,15,10,9
9747,5,2,2
9748,22,14,14
9749,8,2,3
9750,15,9,7
9751,22,13,11
9752,23,14,9
9753,3,7,0
9754,14,7,6
9755,17,9,7
9756,14,9,8
9757,15,9,6
9758,9,7,4
9759,26,14,12
9760,14,10,10
9761,25,16,6
9762,28,24,18
9763,22,16,10
9764,19,9,7
9765,9,5,5
9766,10,5,3
9767,12,8,4
9768,16,9,7
9769,3,1,1
9770,25,13,6
9771,4,1,0
9772,26,17,9
9773,11,7,3
9774,23,17,13
9775,20,11,8
9776,6,6,4
9777,13,7,5
9778,15,15,6
9779,12,9,3
9780,19,7,5
9781,11,8,4
9782,6,3,1
9783,28,15,9
9784,16,8,7
9785,19,13,15
9786,14,11,8
9787,10,7,3
9788,19,16,14
9789,21,16,9
9790,8,5,3
9791,11,10,7
9792,18,15,8
9793,11,7,3
9794,8,5,2
9795,27,19,15
9796,30,24,16
9797,25,19,15
9798,14,10,8
9799,25,14,8
9800,30,23,14
9801,16,9,7
9802,12,8,6
9803,6,4,2
9804,13,10,9
9805,8,5,4
9806,35,18,9
9807,24,14,12
9808,15,15,8
9809,17,13,10
9810,5,3,1
9811,5,2,1
9812,6,2,0
9813,9,6,6
9814,18,7,7
9815,23,13,9
9816,9,12,4
9817,8,5,4
9818,7,1,0
9819,31,21,14
9820,23,13,13
9821,17,9,4
9822,11,10,7
9823,19,10,8
9824,13,9,4
9825,19,16,14
9826,23,18,13
9827,32,21,14
9828,20,13,6
9829,3,1,1
9830,11,6,3
9831,23,10,5
9832,29,21,14
9833,12,6,5
9834,14,10,9
9835,16,11,9
9836,12,6,3
9837,15,7,2
9838,31,16,14
9839,14,12,8
9840,14,11,10
9841,7,4,2
9842,10,7,6
9843,8,5,2
9844,10,9,9
9845,44,21,12
9846,22,11,10
9847,6,4,4
9848,19,15,12
9849,8,5,1
9850,17,9,4
9851,12,6,7
9852,20,9,6
9853,21,6,6
9854,8,5,3
9855,14,13,13
9856,14,9,11
9857,34,25,16
9858,17,11,5
9859,23,16,9
9860,20,10,6
9861,35,15,8
9862,11,7,8
9863,9,5,3
9864,17,10,5
9865,20,10,8
9866,28,20,15
9867,5,4,2
9868,10,4,4
9869,7,1,0
9870,29,23,14
9871,17,15,11
9872,5,1,1
9873,15,11,9
9874,7,5,5
9875,18,12,10
9876,21,17,12
9877,10,10,10
9878,18,11,9
9879,16,10,8
9880,27,15,28
9881,17,14,10
9882,15,13,10
9883,13,4,3
9884,20,13,11
9885,22,14,16
9886,8,6,8
9887,19,7,5
9888,27,22,12
9889,21,16,13
9890,35,21,19
9891,25,14,8
9892,7,4,2
9893,29,30,21
9894,29,22,18
9895,13,3,2
9896,27,17,14
9897,32,26,16
9898,18,19,8
9899,13,11,7
9900,8,6,6
9901,4,3,3
9902,26,18,10
9903,17,13,11
9904,18,7,7
9905,52,37,28
9906,7,4,3
9907,23,15,14
9908,21,15,18
9909,8,5,2
9910,12,9,10
9911,21,12,7
9912,29,19,19
9913,20,7,5
9914,36,25,18
9915,9,6,6
9916,7,4,2
9917,12,4,5
9918,20,15,11
9919,13,5,6
9920,14,8,6
9921,11,9,4
9922,31,21,16
9923,20,11,10
9924,16,11,5
9925,14,8,5
9926,19,14,11
9927,24,14,9
9928,10,5,4
9929,9,6,4
9930,12,7,4
9931,8,5,5
9932,13,5,4
9933,21,12,10
9934,13,8,4
9935,8,8,4
9936,8,7,5
9937,12,8,2
9938,19,10,4
9939,11,6,4
9940,17,13,13
9941,30,19,8
9942,9,7,4
9943,14,8,6
9944,25,17,16
9945,20,11,3
9946,14,7,9
9947,7,4,2
9948,9,5,2
9949,24,15,9
9950,17,12,11
9951,50,32,33
9952,18,11,4
9953,15,7,6
9954,12,8,8
9955,12,9,7
9956,9,4,3
9957,17,9,4
9958,14,11,7
9959,10,8,7
9960,16,10,5
9961,16,13,12
9962,14,11,10
9963,11,6,6
9964,7,2,2
9965,3,1,0
9966,14,8,9
9967,19,11,9
9968,24,13,10
9969,22,15,12
9970,13,11,7
9971,26,17,15
9972,12,7,4
9973,5,2,1
9974,16,10,8
9975,42,30,20
9976,20,10,10
9977,26,15,10
9978,26,12,5
9979,26,17,11
9980,14,8,5
9981,22,12,10
9982,24,16,14
9983,15,9,7
9984,21,5,5
9985,25,18,14
9986,14,8,4
9987,16,14,10
9988,16,11,13
9989,10,3,2
9990,14,7,4
9991,13,9,6
9992,21,11,3
9993,11,8,7
9994,7,8,2
9995,3,1,0
9996,22,7,5
9997,39,22,18
9998,13,11,7
9999,14,10,5
10000,26,20,15
10001,22,19,8
10002,8,7,6
10003,5,2,1
10004,10,8,4
10005,12,5,2
10006,16,12,6
10007,10,8,6
10008,19,13,10
10009,16,9,5
10010,28,20,14
10011,9,4,2
10012,9,4,5
10013,14,10,7
10014,17,12,10
10015,7,4,2
10016,14,8,6
10017,28,12,15
10018,19,11,10
10019,38,25,19
10020,15,10,11
10021,21,22,6
10022,6,7,2
10023,9,5,3
10024,9,7,4
10025,7,7,3
10026,30,17,31
10027,17,9,8
10028,12,7,7
10029,11,6,2
10030,6,2,2
10031,20,14,8
10032,36,26,20
10033,30,23,17
10034,31,20,13
10035,25,13,6
10036,9,4,4
10037,28,15,6
10038,13,15,3
10039,6,2,2
10040,17,8,9
10041,6,3,0
10042,10,2,3
10043,11,6,8
10044,16,8,3
10045,23,9,8
10046,20,10,10
10047,17,12,4
10048,19,13,10
10049,14,9,7
10050,16,8,5
10051,28,22,15
10052,18,8,8
10053,21,11,7
10054,29,21,15
10055,23,14,11
10056,23,18,12
10057,17,12,8
10058,17,7,11
10059,14,7,6
10060,6,3,2
10061,4,1,0
10062,4,3,2
10063,8,4,3
10064,10,5,1
10065,22,12,11
10066,17,11,7
10067,9,6,4
10068,6,6,3
10069,8,5,5
10070,16,13,10
10071,5,4,3
10072,9,5,2
10073,16,8,9
10074,19,11,8
10075,9,5,3
10076,28,18,12
10077,19,15,10
10078,9,7,5
10079,19,10,9
10080,15,11,5
10081,15,7,7
10082,11,7,14
10083,21,9,6
10084,10,8,4
10085,16,14,10
10086,18,13,8
10087,15,9,7
10088,10,5,5
10089,15,10,8
10090,16,9,6
10091,23,17,11
10092,16,6,11
10093,16,10,7
10094,17,14,7
10095,35,18,12
10096,24,12,9
10097,10,5,5
10098,15,7,4
10099,23,14,13
10100,16,7,1
10101,20,16,12
10102,43,21,10
10103,9,3,1
10104,28,13,8
10105,10,8,4
10106,6,1,0
10107,14,12,5
10108,3,2,0
10109,18,11,8
10110,11,7,4
10111,23,12,9
10112,14,11,4
